ID,Region_of_residence,Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Time_spent_on_social_media,Prefered_social_media_platform,Time_spent_on_TV,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Stress_busters,Time_utilized,Do_you_find_yourself_more_connected_with_your_family_close_friends _relatives,What_you_miss_the_most,,,Social_Platform
R987,Outside Delhi-NCR,20,4,Good,Smartphone,2,1,8,2,6,0.1,4,Remain Constant,0,Cooking,1,1,School/college,,,
R988,Outside Delhi-NCR,19,6,Very poor,Laptop/Desktop,2,0,8,2,6,0,3,Increased,0,Listening to music,0,0,Roaming around freely,,,
R989,Delhi-NCR,19,6,Average,Laptop/Desktop,5,1,7,3,6,0.3,4,Increased,0,Watching web series,1,1,School/college,,,
R990,Delhi-NCR,18,8,Very poor,Smartphone,0,1,6,5,7,0,2,Decreased,0,Online gaming,0,1,Roaming around freely,,,
R991,Delhi-NCR,18,4,Very poor,Smartphone,0,1,8,2,6,0.3,3,Remain Constant,0,Sketching,1,1,"Friends , relatives",,,
R992,Delhi-NCR,19,8,Good,Smartphone,2,2,8,5,6,1,2,Decreased,1,Dancing,0,1,School/college,,,
R993,Delhi-NCR,26,1,Average,Smartphone,1,0,8,3,3,0,3,Increased,0,Listening to music,0,1,School/college,,,
R994,Outside Delhi-NCR,18,8,Average,Smartphone,3,1,5,4,5,2,2,Decreased,0,Listening to music,0,0,School/college,,,
R995,Outside Delhi-NCR,19,2,Good,Smartphone,2,1,8,3,7,2,1,Decreased,1,Listening to music,0,1,School/college,,,
R996,Outside Delhi-NCR,18,5,Average,Smartphone,2,0,6,1,6,0,3,Remain Constant,0,Talking to your relatives,0,1,School/college,,,
R997,Outside Delhi-NCR,21,2,Average,Laptop/Desktop,1,0,12,3,6,0,2,Increased,0,Listening to music,0,1,School/college,,,
R998,Outside Delhi-NCR,19,0,Very poor,Laptop/Desktop,8,0,8,10,6,0,3,Remain Constant,1,Talking to your relatives,1,1,"Friends , relatives",,,
R999,Outside Delhi-NCR,23,2,Average,Laptop/Desktop,2,2,7,5,7,2,2,Remain Constant,0,Scrolling through social media,0,1,"Friends , relatives",,,
R1000,Outside Delhi-NCR,22,4,Good,Laptop/Desktop,2,0,9,3,6,1,2,Increased,0,Listening to music,1,1,School/college,,,
R1001,Delhi-NCR,19,8,Average,Smartphone,4,0,6,1,7,2,2,Remain Constant,0,Sleeping,0,1,School/college,,,
R1002,Outside Delhi-NCR,19,6,Good,Laptop/Desktop,2,0,8,10,6,0,4,Increased,0,Social Media,0,1,School/college,,,
R1004,Delhi-NCR,18,6,Very poor,Smartphone,4,0,7,3,6,0.3,4,Decreased,0,Online surfing,1,1,School/college,,,
R1005,Outside Delhi-NCR,12,0,Excellent,Smartphone,3,1,8,1,7,2,2,Increased,0,Reading books,1,1,School/college,,,
R1006,Outside Delhi-NCR,18,5,Good,Smartphone,3,2,8,3,5,0,3,Remain Constant,0,Listening to music,0,1,Travelling,,,
R1007,Delhi-NCR,19,4,Very poor,Laptop/Desktop,3,0,8,2,5,0,3,Remain Constant,0,Listening to music,1,0,Roaming around freely,,,
R1008,Delhi-NCR,19,6,Average,Laptop/Desktop,2,2,6,3,6,0.3,2,Increased,0,Listening to music,0,1,School/college,,,
R1009,Delhi-NCR,20,3,Very poor,Laptop/Desktop,2,0,7,3,6,0,4,Decreased,1,Reading books,0,0,School/college,,,
R1010,Outside Delhi-NCR,26,4,Very poor,Smartphone,2,0,7,2,6,0,3,Increased,0,Listening to music,0,1,Travelling,,,
R1011,Outside Delhi-NCR,20,3,Very poor,Laptop/Desktop,2,1,8,1,7,1,4,Increased,0,Online gaming,0,1,School/college,,,
R1012,Outside Delhi-NCR,23,4,Good,Smartphone,2,1,7,3,1,1,3,Remain Constant,1,Cooking,1,1,Colleagues,,,
R1013,Delhi-NCR,26,4,Very poor,Smartphone,3,1,7,2,5,1,3,Remain Constant,0,Listening to music,0,0,Roaming around freely,,,
R1014,Delhi-NCR,19,4,Average,Laptop/Desktop,2,0.5,8,2,7,1,2,Remain Constant,0,Watching web series,0,0,"Friends , relatives",,,
R1015,Outside Delhi-NCR,22,0,Good,Laptop/Desktop,2,1,9,2,6,2,2,Remain Constant,0,Sleeping,1,1,School/college,,,
R1016,Outside Delhi-NCR,23,3,Average,Smartphone,4,1,8,3,7,2,3,Remain Constant,0,Online surfing,1,0,School/college,,,
R1017,Delhi-NCR,20,2,Good,Smartphone,3,1,6,2,7,3,2,Remain Constant,0,Sleeping,0,1,Travelling,,,
R1018,Outside Delhi-NCR,29,5,Average,Laptop/Desktop,3,1,8,2,1,2,3,Remain Constant,0,Watching web series,1,1,Travelling,,,
R1019,Outside Delhi-NCR,28,5,Good,Laptop/Desktop,4,1,10,2,7,1,3,Remain Constant,0,Online gaming,1,1,School/college,,,
R1020,Delhi-NCR,32,3,Average,Laptop/Desktop,2,0,6,2,7,0.3,3,Increased,1,Talking to your relatives,1,1,"Friends , relatives",,,
R1021,Outside Delhi-NCR,21,0,Poor,Smartphone,1,2,7,2,6,0.5,4,Decreased,0,Meditation,1,1,Travelling,,,
R1022,Outside Delhi-NCR,24,1,Good,Smartphone,3,2,8,2,5,0,2,Remain Constant,0,Social Media,1,1,Eating outside,,,
R1023,Delhi-NCR,25,0,Good,Laptop/Desktop,4,1,8,2,7,0,2,Remain Constant,1,Web Series,0,1,Travelling,,,
R1024,Delhi-NCR,32,4,Average,Laptop/Desktop,4,1,6,0.3,7,0,3,Remain Constant,0,Cooking,1,1,School/college,,,
R1025,Delhi-NCR,35,1,Good,Smartphone,3,1,7,2,7,0,2,Remain Constant,0,Talking,1,1,Travelling,,,
R1026,Delhi-NCR,27,0,Good,Smartphone,2,0,8,2,5,2,3,Remain Constant,0,Sleeping,0,1,Travelling,,,
R1027,Delhi-NCR,36,3,Average,Laptop/Desktop,2,0,10,2,5,0,3,Increased,0,Watching web series,0,0,Travelling,,,
R1028,Delhi-NCR,22,5,Very poor,Laptop/Desktop,1,1,8,1,2,0.5,3,Decreased,1,Sleeping,1,1,Eating outside,,,
R1029,Delhi-NCR,20,6,Good,Laptop/Desktop,4,1,6,1,6,0,3,Increased,0,Listening to music,1,1,School/college,,,
R1030,Outside Delhi-NCR,16,4,Very poor,Smartphone,2,0,9,2,5,0,2,Remain Constant,0,Scrolling through social media,0,1,School/college,,,
R1031,Outside Delhi-NCR,38,2,Average,Laptop/Desktop,3,1,5,3,7,0,3,Increased,0,Listening to music,1,0,Roaming around freely,,,
R1032,Delhi-NCR,24,2,Good,Smartphone,0,1,9,5,6,3,4,Increased,0,Online gaming,1,1,Colleagues,,,
R1033,Outside Delhi-NCR,25,0,Very poor,Smartphone,2,0,7,5,3,0,3,Remain Constant,0,Listening to music,0,1,Roaming around freely,,,
R1034,Outside Delhi-NCR,20,2,Very poor,Smartphone,8,1,6,1,5,0,3,Remain Constant,0,Watching web series,1,1,"Friends , relatives",,,
R1035,Delhi-NCR,22,2,Very poor,Smartphone,1,0,9,3,5,2,2,Decreased,1,Listening to music,0,1,School/college,,,
R1036,Delhi-NCR,23,4,Average,Smartphone,3,1,8,2,7,0,4,Remain Constant,0,Scrolling through social media,0,1,School/college,,,
R1037,Outside Delhi-NCR,24,2,Very poor,Smartphone,6,0,12,4,2,0,4,Remain Constant,0,Scrolling through social media,0,1,School/college,,,
R1038,Delhi-NCR,20,0,Average,Smartphone,0,2,9,2,5,0.5,3,Remain Constant,0,Sports,0,1,School/college,,,
R1040,Outside Delhi-NCR,20,5,Average,Laptop/Desktop,4,1,8,1.5,6,1,3,Increased,0,Listening to music,0,1,Eating outside,,,
R1041,Outside Delhi-NCR,19,3,Very poor,Laptop/Desktop,3,0,8,3,7,0,3,Remain Constant,1,Scrolling through social media,0,0,Eating outside,,,
R1042,Outside Delhi-NCR,18,4,Very poor,Laptop/Desktop,1,1,10,3,7,1,4,Increased,0,Reading books,0,0,Eating outside,,,
R1043,Outside Delhi-NCR,20,5,Very poor,Laptop/Desktop,3,0.5,10,3,7,2,3,Increased,0,Sleeping,1,0,"Friends , relatives",,,
R1044,Outside Delhi-NCR,21,6,Good,Laptop/Desktop,4,1,8,2,7,0.5,3,Remain Constant,0,Web Series,1,1,Travelling,,,
R1045,Outside Delhi-NCR,20,2,Very poor,Laptop/Desktop,1,0,6,1,2,2,3,Decreased,0,Listening to music,0,0,Roaming around freely,,,
R1046,Outside Delhi-NCR,20,2,Good,Smartphone,2,1,8,2,6,3,3,Decreased,0,Sleeping,1,1,Colleagues,,,
R1047,Outside Delhi-NCR,21,4,Excellent,Laptop/Desktop,2,0,8,0.5,7,4,3,Increased,1,Meditation,1,1,"Friends , relatives",,,
R1048,Delhi-NCR,22,2,Average,Laptop/Desktop,2,1,8,3,7,0.5,3,Remain Constant,0,Scrolling through social media,0,0,"Friends , relatives",,,
R1049,Delhi-NCR,22,2,Very poor,Smartphone,3,1,10,4,6,2,4,Remain Constant,0,Scrolling through social media,0,1,Eating outside,,,
R1050,Delhi-NCR,21,0,Poor,Smartphone,1,0,7,0,7,0,2,Increased,0,Reading books,1,1,"Friends , relatives",,,
R1051,Delhi-NCR,19,4,Very poor,Laptop/Desktop,3,0,10,4,5,0,2,Increased,1,Sleeping,0,0,School/college,,,
R1052,Delhi-NCR,18,2,Average,Smartphone,2,1,8,1.3,6,2,4,Remain Constant,0,Drawing and painting and sketching,0,1,"Friends , relatives",,,
R1053,Delhi-NCR,20,3,Very poor,Smartphone,2,0,6,3,6,0,2,Increased,0,Reading books,1,0,Roaming around freely,,,
R1054,Delhi-NCR,20,3,Average,Smartphone,3,1,11,3,3,0,3,Remain Constant,0,With a friend,0,1,School/college,,,
R1055,Outside Delhi-NCR,18,0,Good,Smartphone,3,1,7,2,6,1,4,Remain Constant,0,Meditation,1,1,Colleagues,,,
R1056,Delhi-NCR,31,8,Very poor,Laptop/Desktop,1,0,8,2,7,1,2,Remain Constant,0,Online gaming,0,1,Roaming around freely,,,
R1057,Delhi-NCR,18,6,Very poor,Laptop/Desktop,2,0,8,1,6,0.5,2,Increased,0,Watching web series,0,1,School/college,,,
R1058,Outside Delhi-NCR,23,2,Good,Smartphone,1,1,5,2,0,1,2,Decreased,0,Cooking,1,1,0thing,,,
R1059,Outside Delhi-NCR,20,3,Average,Laptop/Desktop,2,0,9,5,5,0,4,Increased,0,Scrolling through social media,0,0,Eating outside,,,
R1060,Delhi-NCR,33,4,Average,Smartphone,2,1,6,4,5,1,3,Increased,1,Talking to your relatives,1,1,School/college,,,
R1061,Delhi-NCR,24,2,Average,Smartphone,4,0,6,3,6,0,4,Increased,0,Watching web series,0,1,Travelling,,,
R1062,Outside Delhi-NCR,17,5,Very poor,Laptop/Desktop,0.5,0.3,7.5,0.5,5,0.3,3,Remain Constant,0,Online gaming,1,0,Travelling,,,
R1063,Outside Delhi-NCR,15,4,Average,Laptop/Desktop,3,0,8,2,6,1,3,Remain Constant,0,Painting,1,1,Eating outside,,,
R1064,Outside Delhi-NCR,17,4,Average,Laptop/Desktop,5,2,7,0.4,5,0.5,3,Remain Constant,0,"Reading books, music, exercise",0,1,Friends and roaming around freely,,,
R1065,Outside Delhi-NCR,16,4,Excellent,Smartphone or Laptop/Desktop,3,1,8,5,5,5,3,Increased,0,Listening to music,0,0,Roaming around freely,,,
R1066,Outside Delhi-NCR,15,8,Average,Tablet,4,0,5,2,5,1,3,Remain Constant,0,Watching ted talks and music and books,1,0,School/college,,,
R1067,Outside Delhi-NCR,16,8,Good,Smartphone,5,0,9,1,5,0,2,Increased,0,Social Media,0,0,Colleagues,,,
R1068,Outside Delhi-NCR,16,5,Average,Laptop/Desktop,2,1,10,1,0,2,4,Increased,0,Listening to music,1,1,Travelling,,,
R1069,Outside Delhi-NCR,15,7,Good,Smartphone,3,2,6,0,7,1,3,Remain Constant,0,Sleeping,0,1,School/college,,,
R1070,Outside Delhi-NCR,16,5,Very poor,Smartphone,1,2,10,1.5,6,0,3,Remain Constant,0,Online gaming,0,0,Roaming around freely,,,
R1071,Delhi-NCR,16,4,Very poor,Smartphone,4,1,7,2,6,0,3,Remain Constant,0,Watching web series,0,1,"Friends , relatives",,,
R1072,Delhi-NCR,16,7,Good,Tablet,3,0,8,0.5,7,0,2,Decreased,0,Listening to music,0,0,All,,,
R1073,Outside Delhi-NCR,30,2,Very poor,Laptop/Desktop,0,1,8,1,5,8,4,Increased,0,Watching web series,0,0,0THING,,,
R1074,Outside Delhi-NCR,16,5,Very poor,Smartphone,2,0.5,7,1,5,2,3,Remain Constant,0,Calling friends,0,1,"Friends , relatives",,,
R1075,Delhi-NCR,15,5,Average,Laptop/Desktop,4,1,8,2,7,1,3,Remain Constant,0,Listening to music,1,1,"Friends , relatives",,,
R1076,Delhi-NCR,16,4,Average,Laptop/Desktop,8,1,8,0.5,5,0.5,4,Decreased,0,Listening to music,1,1,School/college,,,
R1077,Delhi-NCR,15,4,Very poor,Laptop/Desktop,4,0,5,4,5,0,3,Decreased,0,Online gaming,0,0,School/college,,,
R1078,Delhi-NCR,15,4,Good,Smartphone,4,1,7,2,5,1,4,Remain Constant,0,Online gaming,1,1,School/college,,,
R1079,Delhi-NCR,15,8,Very poor,Smartphone,2,0,8,1,5,0,3,Increased,0,Online gaming,0,1,School/college,,,
R1080,Delhi-NCR,16,7,Good,Smartphone,2,0,8,0.5,5,1.5,3,Remain Constant,0,Talking,0,1,School/college,,,
R1081,Delhi-NCR,15,3,Average,Smartphone,4,0.5,7,1,6,1.5,4,Increased,0,Listening to music,1,1,Eating outside,,,
R1082,Outside Delhi-NCR,16,8,Average,Laptop/Desktop,1,0.3,8,0,4,0,2,Increased,1,0 stress,0,0,"Friends , relatives",,,
R1083,Delhi-NCR,16,7,Average,Laptop/Desktop,3,0,8,3,5,2,2,Remain Constant,0,"Drawing, painting",0,0,School/college,,,
R1084,Delhi-NCR,15,4,Average,Laptop/Desktop,4,1,7,1,7,1.5,3,Remain Constant,0,Reading books,1,1,"Friends , relatives",,,
R1085,Delhi-NCR,16,8,Average,Laptop/Desktop,8,0,7,2,7,0,3,Remain Constant,0,Listening to music,0,0,School/college,,,
R1087,Delhi-NCR,15,5,Excellent,Laptop/Desktop,4,0.5,8,0,0,1,3,Remain Constant,0,Sleeping,1,1,"Friends , relatives",,,
R1088,Delhi-NCR,16,8,Average,Smartphone,4,0,5,8,7,3,3,Remain Constant,0,Listening to music,1,1,"Friends , relatives",,,
R1089,Delhi-NCR,16,8,Good,Laptop/Desktop,4,0,7,2,7,0,2,Increased,0,Social Media,0,1,School/college,,,
R1090,Delhi-NCR,16,4,Good,Smartphone,4,1,7,2,7,1,2,Remain Constant,0,Listening to music,1,1,Colleagues,,,
R1091,Delhi-NCR,16,7,Good,Smartphone,3,0,7,2,6,1,2,Increased,0,Listening to music,0,1,Colleagues,,,
R1092,Delhi-NCR,16,6,Average,Laptop/Desktop,1,0.5,9,1,7,1,2,Decreased,0,All reading books watching web series listening to music and talking to friends,0,1,"Friends , relatives",,,
R1093,Delhi-NCR,17,6,Average,Smartphone,1,0,8,1,9,0,2,Remain Constant,0,Online gaming,0,0,Metro,,,
R1094,Delhi-NCR,16,8,Very poor,Smartphone,5,1,8,1,3,1,3,Remain Constant,0,Sleeping,1,1,"Friends , relatives",,,
R1095,Delhi-NCR,16,4,Average,Laptop/Desktop,1,1,9,2,5,0.4,4,Remain Constant,0,Online gaming,1,0,"Friends , relatives",,,
R1096,Delhi-NCR,15,9,Excellent,Laptop/Desktop,10,0.5,6,0,7,2,3,Remain Constant,0,Reading books,0,1,"Friends , relatives",,,
R1097,Delhi-NCR,17,3,Very poor,Smartphone,6,0,8,2,5,0,3,Remain Constant,0,Online gaming,1,1,School/college,,,
R1098,Delhi-NCR,16,6,Very poor,Smartphone,3,1,10,1,5,0.5,3,Remain Constant,0,Sleeping,1,1,ALL,,,
R1099,Delhi-NCR,16,8,Average,Laptop/Desktop,0,0,6,6,6,0,3,Remain Constant,0,Listening to music,0,0,School/college,,,
R1100,Delhi-NCR,16,8,Average,Laptop/Desktop,1,0,8,1,5,2,2,Remain Constant,0,Online gaming,1,1,School/college,,,
R1101,Delhi-NCR,15,5,Very poor,Smartphone,3,1,9,3,6,0,3,Decreased,0,Scrolling through social media,1,1,Eating outside,,,
R1102,Delhi-NCR,16,4,Good,Smartphone,3,1,8,1,7,1,4,Remain Constant,0,Talking,1,0,Eating outside,,,
R1103,Delhi-NCR,17,4,Very poor,Laptop/Desktop,0,1,7,1,5,3,4,Increased,0,Online gaming,0,0,"Friends , relatives",,,
R1104,Delhi-NCR,25,5,Average,Laptop/Desktop,1,3,6,5,6,0,3,Decreased,0,Watching web series,1,1,Travelling,,,
R1105,Delhi-NCR,20,0,Very poor,Smartphone,6,1,9,3,5,0,3,Increased,0,Listening to music,1,1,Travelling,,,
R1106,Delhi-NCR,16,5,Very poor,Smartphone,2,1,8,1,7,4,2,Increased,0,Talking to your relatives,0,1,"Friends , relatives",,,
R1107,Delhi-NCR,16,4,Very poor,Smartphone,5,1,7,1,6,1,3,Increased,0,Online surfing,1,0,Roaming around freely,,,
R1108,Delhi-NCR,15,5,Good,Laptop/Desktop,2,2,6,0.5,7,2,3,Remain Constant,0,Social Media,0,0,Travelling,,,
R1109,Delhi-NCR,16,4,Very poor,Smartphone,2,2,6,5,5,0,4,Increased,0,Sleeping,0,1,School/college,,,
R1110,Delhi-NCR,24,6,Average,Smartphone,6,0,7,2,5,0,3,Decreased,0,Do some home related stuff,1,0,Travelling,,,
R1111,Delhi-NCR,16,5,Excellent,Smartphone,1,1,11,0,7,2,3,Remain Constant,0,Listening to music,0,1,"Friends , relatives",,,
R1112,Delhi-NCR,16,5,Average,Laptop/Desktop,4,0,6,1,6,0,3,Remain Constant,0,Painting ,1,1,"Friends , relatives",,,
R1113,Delhi-NCR,16,5,Average,Smartphone,2,1,10,1,7,0.5,3,Remain Constant,0,Listening to music,0,1,School/college,,,
R1114,Outside Delhi-NCR,15,6,Average,Smartphone,1,1,9,1,6,2,3,Decreased,0,Listening to music,1,1,"Friends , relatives",,,
R1115,Outside Delhi-NCR,17,2,Very poor,Tablet,8,3,5,0,5,1,4,Increased,0,5,0,1,School/college,,,
R1116,Delhi-NCR,16,5,Average,Laptop/Desktop,8,2,5,2,5,0,4,Remain Constant,0,Taking with parents,1,1,School/college,,,
R1117,Delhi-NCR,12,5,Good,Tablet,1,0,7,4,5,0,2,Increased,0,Online gaming,1,1,School/college,,,
R1118,Delhi-NCR,14,4,Excellent,Smartphone,2,1,9,1,7,2,3,Remain Constant,0,Listening to music,1,1,"Friends , relatives",,,
R1119,Outside Delhi-NCR,13,4,Excellent,Smartphone,3,0.25,8,1,5,0.5,1,Increased,0,Online gaming,1,1,"Friends , relatives",,,
R1120,Outside Delhi-NCR,12,5,Good,Smartphone,5,0,6,1,5,2,2,Remain Constant,0,Listening to music,1,1,Colleagues,,,
R1121,Delhi-NCR,15,6,Average,Smartphone,8,0.25,7,5,5,0,4,Increased,0,"Online gaming , surfing and listening to music ",1,1,Travelling,,,
R1122,Delhi-NCR,13,5,Excellent,Tablet,4,1,8,0,5,0.5,4,Remain Constant,0,Listening to music,1,0,School/college,,,
R1123,Outside Delhi-NCR,12,4,Good,Tablet,1,1,9,1,5,3,3,Increased,0,Listening to music,0,1,Colleagues,,,
R1124,Outside Delhi-NCR,13,6,Good,Smartphone,2,2,6,1,5,1,1,Decreased,0,Listening to music,1,1,Colleagues,,,
R1125,Delhi-NCR,16,4,Good,Laptop/Desktop,1,1,7,1,6,3,2,Remain Constant,0,Listening to music,1,1,Travelling,,,
R1126,Delhi-NCR,12,4,Excellent,Smartphone,2,1,6,0,5,2,2,Remain Constant,1,Listening to music,1,1,"Friends , relatives",,,
R1127,Delhi-NCR,14,4,Good,Smartphone,3.5,0,9,2,5,3,3,Remain Constant,0,Listening to music,1,1,School/college,,,
R1128,Delhi-NCR,13,8,Good,Smartphone,3,1,13,1,7,2,2,Increased,0,Meditation,0,1,Colleagues,,,
R1129,Delhi-NCR,13,6,Average,Laptop/Desktop,2,0,5,1,5,0,3,Remain Constant,0,Online gaming,0,0,"Friends , relatives",,,
R1130,Delhi-NCR,14,6,Average,Laptop/Desktop,8,1,8,1,5,0.1,2,Remain Constant,0,Scrolling through social media,0,0,Roaming around freely,,,
R1131,Delhi-NCR,14,4,Average,Smartphone,0,1,9,3,5,1,3,Remain Constant,0,Online gaming,1,1,School/college,,,
R1132,Delhi-NCR,14,6,Good,Smartphone,3,1,7,1,7,1,4,Remain Constant,0,Sleeping,1,1,School/college,,,
R1133,Delhi-NCR,14,6,Average,Smartphone,2,1,4,1,5,2,3,Remain Constant,0,Dancing,1,0,"Friends , relatives",,,
R1134,Delhi-NCR,14,4,Excellent,Smartphone,2,2,12,1,7,2,3,Decreased,0,Watching web series,1,1,School/college,,,
R1135,Outside Delhi-NCR,13,5,Good,Tablet,4,1,8,1,5,0,2,Decreased,0,Listening to music,1,0,Colleagues,,,
R1136,Delhi-NCR,18,7,Average,Smartphone,4,0,6,1,7,0,2,Remain Constant,0,Listening to music,0,0,"Friends , relatives",,,
R1137,Delhi-NCR,13,3,Good,Tablet,4,1,7,1,5,3,3,Increased,0,Online gaming,0,1,School/college,,,
R1138,Delhi-NCR,14,6,Average,Smartphone,3,1,10,1,7,2,4,Remain Constant,0,Sleeping,1,1,School/college,,,
R1139,Delhi-NCR,13,3,Very poor,Smartphone,1,2,7,3,5,2,3,Remain Constant,0,Online gaming,0,1,0thing,,,
R1140,Delhi-NCR,13,4,Average,Smartphone,2,1,8,2,5,5,3,Remain Constant,0,I play Rubiks cube,0,1,ALL,,,
R1141,Delhi-NCR,12,5.5,Good,Smartphone,2,1,7,3,5,1,2,Remain Constant,0,Social Media,1,1,School/college,,,
R1142,Delhi-NCR,11,4,Excellent,Smartphone,2,0,11,1,7,2,2,Remain Constant,0,Meditation,1,1,"Friends , relatives",,,
R1143,Delhi-NCR,12,6,Excellent,Tablet,2,0.5,9,1,7,1,3,Increased,0,5,1,1,"Friends , relatives",,,
R1144,Delhi-NCR,13,2,Good,Smartphone,2,1,6,1,7,0,2,Decreased,0,Listening to music,0,1,Eating outside,,,
R1145,Delhi-NCR,14,6,Good,Laptop/Desktop,3,1,6,1,5,1,3,Remain Constant,0,Sleeping,1,1,School/college,,,
R1146,Delhi-NCR,16,4,Average,Smartphone,2,0,5,1,5,1,3,Increased,0,Online gaming,1,0,Travelling,,,
R1147,Delhi-NCR,10,4,Good,Smartphone,2,1,7,0,0,1,3,Remain Constant,0,Talking,1,1,School/college,,,
R1148,Delhi-NCR,13,5,Excellent,Smartphone,3,1,8,2,5,1,2,Increased,0,Reading books,1,1,School/college,,,
R1149,Outside Delhi-NCR,12,4,Average,Smartphone,1,1,8,2,5,0.5,2,Remain Constant,0,Scrolling through social media,1,1,"Friends , relatives",,,
R1150,Delhi-NCR,15,8,Good,Laptop/Desktop,1.5,0.5,8,0.5,7,0.3,3,Remain Constant,0,Online gaming,0,1,Colleagues,,,
R1151,Delhi-NCR,14,5,Average,Smartphone or Laptop/Desktop,2,0,9,0.5,7,0.5,4,Increased,1,Listening to music,1,1,Travelling,,,
R1152,Delhi-NCR,14,3,Average,Smartphone,1,1,10,1,7,2,2,Decreased,0,Listening to music,1,1,"Friends , relatives",,,
R1153,Delhi-NCR,13,4,Average,Smartphone,1,0,10,1,0,1,2,Remain Constant,0,Online gaming,0,1,"Friends , relatives",,,
R1154,Delhi-NCR,15,4,Very poor,Smartphone,2,1,9,0.5,6,2,4,Remain Constant,0,Online gaming,1,1,"Friends , relatives",,,
R1155,Outside Delhi-NCR,17,6,Very poor,Smartphone,3,1,7,1,6,1,2,Decreased,0,Gym,0,1,School and friends.,,,
R1156,Outside Delhi-NCR,22,5,Average,Laptop/Desktop,4,0,8,3,1,0,2,Increased,0,Talking to your relatives,0,1,School/college,,,
R1157,Outside Delhi-NCR,13,6,Good,Smartphone,2,0,11,1,7,0.5,3,Remain Constant,0,Online gaming,1,1,Colleagues,,,
R1158,Outside Delhi-NCR,11,5,Average,Smartphone,2,1,8,1,7,0.5,1,Decreased,0,Watching web series,1,0,School/college,,,
R1159,Delhi-NCR,13,4,Good,Smartphone,1,0.5,7,1,6,2,4,Increased,0,Listening to music,1,1,School/college,,,
R1160,Outside Delhi-NCR,14,5,Excellent,Smartphone,2,0,12,2,5,1,3,Remain Constant,0,Listening to music,0,1,"Friends , relatives",,,
R1161,Delhi-NCR,12,6,Good,Laptop/Desktop,2,2,8,7,8,2,3,Remain Constant,0,Social Media,1,1,Eating outside,,,
R1162,Delhi-NCR,13,4,Excellent,Laptop/Desktop,4,1,8,0,7,1,2,Remain Constant,0,Listening to music and reading books both . ,1,1,ALL,,,
R1164,Delhi-NCR,12,4,Good,Smartphone,2,1,8,0,7,3,4,Remain Constant,0,Meditation,1,1,Colleagues,,,
R1165,Delhi-NCR,12,5,Excellent,Laptop/Desktop,3,1,7,0,0,2,2,Remain Constant,0,Listening to music,1,1,Eating outside,,,
R1166,Delhi-NCR,13,6,Excellent,Smartphone,7,0,5,0,5,0,3,Remain Constant,0,"Poetry, writing books and 0vels , listening to music too",1,0,0thing,,,
R1167,Outside Delhi-NCR,14,6,Excellent,Laptop/Desktop,1,2,7,1,7,1,4,Increased,0,Sleeping,1,1,Roaming around freely,,,
R1168,Delhi-NCR,14,6,Good,Smartphone,2,1,8,1,7,1,1,Decreased,0,Social Media,0,1,Colleagues,,,
R1169,Delhi-NCR,12,6,Excellent,Smartphone,5,1,8,2,5,1,2,Remain Constant,0,Listening to music,1,1,School/college,,,
R1171,Delhi-NCR,14,6,Average,Smartphone,2,0.5,10,1,7,1,3,Remain Constant,0,Sleeping,1,1,School and my school friends,,,
R1172,Delhi-NCR,14,3,Excellent,Smartphone,5,2,12,0.25,7,0,3,Increased,0,Sleeping,1,1,School/college,,,
R1173,Delhi-NCR,12,4,Excellent,Smartphone,3,2,10,1,7,1,4,Increased,0,Sleeping,1,1,"Friends , relatives",,,
R1174,Delhi-NCR,14,4,Excellent,Smartphone,2,1,6,1,7,1,2,Remain Constant,0,Listening to music,1,1,School/college,,,
R1175,Delhi-NCR,13,6,Very poor,Laptop/Desktop,3,1,8,2,7,2,3,Decreased,0,Listening to music,1,0,"Friends , relatives",,,
R1176,Delhi-NCR,12,5,Excellent,Smartphone,2,1,12,0,5,1,3,Remain Constant,0,Dancing,1,1,"Friends , relatives",,,
R1177,Delhi-NCR,13,5,Excellent,Laptop/Desktop,4,1,8,1,7,1.5,3,Decreased,0,Listening to music,1,1,School/college,,,
R1178,Delhi-NCR,12,4,Very poor,Smartphone,1.5,0,9,5,5,1,4,Increased,0,Painting,0,1,"Friends , relatives",,,
R1179,Delhi-NCR,13,6,Excellent,Laptop/Desktop,2,0.5,9,1,7,3,4,Remain Constant,0,Online gaming,1,1,"Friends , relatives",,,
R1180,Delhi-NCR,12,6,Average,Smartphone,3,1,9,1,7,1,4,Remain Constant,0,Listening to music,0,1,Roaming around freely,,,
R1181,Delhi-NCR,12,5,Good,Laptop/Desktop,2,0,8,2,5,1,3,Remain Constant,0,Listening to music,1,0,Colleagues,,,
R1182,Delhi-NCR,13,6,Good,Tablet,2,1,6,1,5,2,3,Decreased,0,Dancing,1,1,Colleagues,,,
R1183,Delhi-NCR,16,7.5,Good,Laptop/Desktop,4.5,0,6,0.5,7,2,4,Remain Constant,0,Listening to music,1,1,Colleagues,,,
R1184,Outside Delhi-NCR,13,5,Excellent,Laptop/Desktop,6,1,6,0,5,0,4,Remain Constant,0,Listening to music,1,1,School/college,,,
