Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Prefered_social_media_platform,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Time_utilized,Family_Relation,Mental_Health,Time_spent_on_social_media
20,2.4854143101843675,3,1,0.5145856898156327,1.5145856898156327,8.485414310184368,3,4,2,0,0,1,0,4
22,2.9666929205829677,3,1,2.0333070794170323,0.03330707941703226,9.033307079417032,6,4,0,0,0,1,0,4
17,4.0,1,1,2.2113478874971215,0.0,8.0,5,3,0,0,1,0,0,4
19,0.588351861822167,4,1,2.588351861822167,0.0,10.0,6,3,1,0,0,0,0,4
16,4.0,2,1,2.9896655767792835,0.0,8.0,5,3,0,0,1,0,0,4
18,0.02130889253493881,5,1,2.0,1.9715881432867484,6.971588143286748,5,2,0,0,0,1,0,4
19,0.0,0,0,0.0,1.701326514093516,5.701326514093516,6,2,0,0,0,1,0,4
15,1.025171563884812,1,2,3.050343127769624,1.0,6.050343127769624,7,3,1,0,1,1,0,4
40,4.358236547826928,4,2,1.6791182739134638,0.8395591369567319,7.679118273913463,6,3,0,0,1,1,0,4
12,5.926472938134426,2,1,2.8529458762688518,0.9705891752537703,8.852945876268851,5,4,0,0,0,1,0,4
19,0.0,3,2,3.8782308713067293,0.06088456434663547,7.939115435653364,6,1,0,0,0,0,0,4
17,4.0,1,1,2.1114063167040533,0.0,8.0,5,3,0,0,1,0,0,4
23,2.0,3,1,6.0,0.3385378162908619,11.153655459272846,2,4,0,0,0,1,0,4
19,2.627686279501054,4,2,1.372313720498946,0.0,10.744627440997892,6,3,0,0,0,1,0,4
20,4.0,3,1,2.561606905360157,0.43839309463984333,8.0,5,4,1,0,0,1,0,4
20,6.169096235396025,2,1,2.830903764603975,0.0,8.0,1,3,1,0,0,0,0,4
18,0.7602078104355278,4,1,1.0,0.0,8.0,5,3,1,0,0,1,0,4
19,2.809947292080263,3,2,5.190052707919737,0.19005270791973705,5.0,4,1,1,1,1,0,0,4
19,2.0,3,1,1.7118996585829156,1.2881003414170844,5.0,6,2,1,0,0,1,0,4
19,0.9645737313316944,4,1,2.429147462663389,0.14170507467322246,6.0,5,2,0,0,0,1,0,4
20,0.0,3,2,0.4409441144039805,0.0,9.44094411440398,5,3,1,0,0,0,0,4
21,2.0,3,2,2.295579591711143,0.7044204082888571,8.0,7,3,0,0,0,0,0,4
12,5.0,1,2,1.0,0.23693277868909257,7.0,5,2,1,0,0,1,0,4
20,3.55921728326804,3,1,1.1184345665360802,1.0,8.44078271673196,5,4,1,0,0,1,0,4
18,0.64529564318069,5,1,2.0,1.1396058090924133,6.139605809092413,5,2,0,0,0,1,0,4
25,1.8395107183001396,3,1,1.0,0.9197553591500698,7.759266077450209,2,3,2,0,0,1,0,4
14,4.849607325758981,3,1,4.0,0.8496073257589813,6.699214651517963,5,4,1,0,0,0,0,4
20,2.2544665354944544,3,1,0.7455334645055455,1.7455334645055456,8.254466535494455,3,4,2,0,0,1,0,4
40,2.755111084573542,4,1,1.122444457713229,0.5612222288566145,6.877555542286771,6,2,0,0,0,1,0,4
18,4.0,4,1,2.4351301900922255,2.5648698099077745,7.0,6,2,2,0,0,0,0,4
21,0.5410113120709841,2,1,6.270505656035492,0.0,6.270505656035492,5,3,1,0,0,1,0,4
20,3.4126407675387944,3,1,0.8252815350775886,1.0,8.587359232461205,5,4,1,0,0,1,0,4
18,0.0,3,1,2.6183279083775552,0.0,8.0,2,3,1,0,0,0,0,4
19,2.0,3,2,2.706019519956162,1.0,5.0,6,3,1,0,0,1,0,4
20,4.0,3,1,2.0,1.759367179070147,8.0,5,3,1,0,0,1,0,4
12,5.0,1,2,1.0,0.08920534390020274,7.0,5,2,1,0,0,1,0,4
18,2.0,3,2,1.1758977107414132,1.1758977107414132,9.824102289258587,5,3,1,0,0,0,0,4
25,2.0,3,1,2.050423573227941,1.0,8.0,3,2,1,0,0,0,0,4
18,2.0,3,2,1.3863407943061685,1.3863407943061685,9.613659205693832,5,3,1,0,0,0,0,4
33,3.1817615814698494,4,1,2.0,1.0,6.409119209265075,4,2,0,0,0,0,0,4
19,0.13752361490782572,4,1,2.137523614907826,0.0,10.0,6,3,1,0,0,0,0,4
18,2.0,3,2,1.8082704078916083,1.8082704078916083,9.191729592108391,5,3,1,0,0,0,0,4
20,3.0,1,1,4.0,0.06834836951103007,7.0,7,2,0,1,0,1,0,4
18,0.0,3,1,2.55959160846587,0.0,8.0,2,3,1,0,0,0,0,4
14,4.7606649179041804,3,1,3.7606649179041804,0.7606649179041802,7.2393350820958196,5,4,0,0,0,0,0,4
19,2.8672604131084305,4,2,1.1327395868915695,0.0,10.265479173783138,6,3,0,0,0,1,0,4
20,6.0,3,2,0.3837699742125993,0.8081150128937004,6.8081150128937,6,3,1,0,0,0,0,4
20,1.0,3,1,2.9363188757795315,1.0636811242204685,9.0,6,2,0,0,1,0,0,4
22,2.768771695951197,4,1,6.0,2.0,7.768771695951197,5,4,0,0,1,1,0,4
19,2.0,3,2,2.410314551296473,1.0,5.0,6,3,1,0,0,1,0,4
20,1.0,3,1,2.137486947977774,1.862513052022226,9.0,6,2,0,0,1,0,0,4
21,0.6431185912570283,2,1,6.321559295628514,0.0,6.321559295628514,5,3,1,0,0,1,0,4
18,4.0,4,1,2.992190689515247,2.007809310484753,7.0,6,2,2,0,0,0,0,4
15,1.7142480151844284,1,2,4.428496030368857,1.0,7.428496030368857,7,3,1,0,1,1,0,4
19,4.0,3,1,3.0,0.0,8.4781744808823,5,3,1,0,0,0,0,4
21,2.0,3,2,2.9534728323338615,0.046527167666138625,8.0,7,3,0,0,0,0,0,4
20,0.33253590652220666,3,1,0.6674640934777933,0.6674640934777933,8.0,7,3,1,0,0,1,0,4
16,3.889105582054115,3,1,3.110894417945885,0.0,8.0,5,3,0,0,1,0,0,4
21,2.3634829587452213,3,1,2.0,0.6365170412547786,8.363482958745221,6,4,1,0,0,1,0,4
20,4.0,3,1,2.6018486061318926,0.3981513938681075,8.0,5,4,1,0,0,1,0,4
20,4.0,3,1,2.0,1.0718153185363537,8.0,5,3,1,0,0,1,0,4
25,2.0,3,1,2.636641178406773,1.0,8.0,3,2,1,0,0,0,0,4
19,4.982176815973479,3,1,2.017823184026521,0.0,12.946530447920438,5,2,1,0,0,0,0,4
21,2.0,3,1,1.380144352268345,0.0,8.0,7,2,0,0,0,0,0,4
21,2.0,3,1,0.5218717978245897,0.9562564043508206,8.0,6,2,0,0,0,0,0,4
19,4.50417801409633,3,1,2.4958219859036705,0.0,11.512534042288989,5,2,1,0,0,0,0,4
20,3.0,1,1,4.0,0.3990175888616949,7.0,7,2,0,1,0,1,0,4
21,3.0,2,1,3.0,0.07028184427754447,7.140563688555089,5,3,0,0,0,0,0,4
20,6.0,3,1,3.0,0.0,8.0,1,3,1,1,0,0,0,4
20,0.0,3,2,0.5627311585523364,0.0,9.562731158552337,5,3,1,0,0,0,0,4
29,3.5783824909374102,2,1,2.5783824909374102,1.0,7.884323501812518,6,3,0,0,0,0,0,4
14,4.054717377081942,3,1,4.0,0.0547173770819418,5.109434754163884,5,3,1,0,0,0,0,4
33,3.980132612658034,4,2,1.990066306329017,1.0,6.009933693670983,5,3,1,0,1,1,0,4
20,5.210234320663993,4,1,2.7897656793360066,1.0,8.0,5,3,0,0,0,0,0,4
18,4.0,4,1,2.7246867812051017,2.2753132187948983,7.0,6,2,2,0,0,0,0,4
25,1.4354800090866728,3,1,1.0,0.7177400045433364,7.153220013630009,2,3,2,0,0,1,0,4
19,0.0,0,0,1.1572881564868884,1.4213559217565557,7.157288156486889,6,3,0,0,0,1,0,4
15,1.1433358721689997,1,2,3.2866717443379994,1.0,6.286671744337999,7,3,1,0,1,1,0,4
21,2.0,4,2,0.3850433605039587,0.0,12.0,6,3,0,0,0,1,0,4
21,2.0,3,1,0.3138152333176353,1.3723695333647294,8.0,6,2,0,0,0,0,0,4
18,2.1948298326327027,4,2,1.0,1.0,9.805170167367297,5,4,0,0,0,0,0,4
16,2.02525166071496,3,1,4.97474833928504,0.0,8.0,5,3,0,0,1,0,0,4
20,6.0,3,1,3.0,0.0,8.0,1,3,1,1,0,0,0,4
20,3.5660003849850934,2,1,4.0,0.0,7.566000384985093,6,2,0,0,1,1,0,4
26,1.686810696154396,3,1,1.626378607691208,1.0,8.0,3,3,2,0,0,1,0,4
18,4.0,4,1,2.273189094948293,2.726810905051707,7.0,6,2,2,0,0,0,0,4
19,0.0,3,2,4.520306238698323,0.2601531193491615,7.479693761301677,6,2,0,0,0,0,0,4
23,2.0,3,1,1.0,0.6323432782214715,7.367656721778529,6,2,0,0,0,1,0,4
19,2.0,3,2,2.8399700992017514,1.0,5.0,6,3,1,0,0,1,0,4
18,0.45416355245100537,4,1,1.0,0.0,8.0,5,3,1,0,0,1,0,4
18,7.357268322435603,4,1,2.6786341612178015,1.0,5.964097516346596,5,2,1,0,0,0,0,4
22,2.9072801328289586,4,1,6.0,2.0,7.907280132828959,5,4,0,0,1,1,0,4
18,4.0,4,1,2.9395620678644145,2.0604379321355855,7.0,6,2,2,0,0,0,0,4
21,2.909048832799125,3,1,2.0,0.09095116720087482,8.909048832799126,6,4,1,0,0,1,0,4
21,3.0,2,1,3.0,0.15864677178584646,7.317293543571693,5,3,0,0,0,0,0,4
19,2.3192642327693624,3,2,5.680735767230638,0.6807357672306377,5.0,4,1,1,1,1,0,0,4
20,0.24317416588742535,3,1,0.7568258341125746,0.7568258341125746,8.0,7,3,1,0,0,1,0,4
20,4.0,3,1,4.0,0.0,7.2809228843120595,6,3,0,0,1,1,0,4
20,3.138278366223103,3,1,2.0691391831115515,1.0,7.9308608168884485,1,3,0,0,0,1,0,4
20,5.127080038253735,4,1,2.8729199617462653,1.0,8.0,5,3,0,0,0,0,0,4
21,2.0,3,2,2.8903930501674875,0.10960694983251273,8.0,7,3,0,0,0,0,0,4
22,0.3381115302388691,1,1,3.0,0.16905576511943454,10.0,5,3,0,0,0,1,0,4
22,2.5326220085546525,4,1,6.0,2.0,7.532622008554652,4,4,0,0,1,1,0,4
19,0.0,3,2,1.2240507805966274,0.22405078059662742,7.775949219403373,5,2,0,0,0,1,0,4
18,0.6408333867787924,5,1,2.0,1.1455554842949436,6.145555484294944,5,2,0,0,0,1,0,4
21,4.789613555232841,3,1,2.0,1.2103864447671588,8.0,5,3,1,0,1,1,0,4
22,2.923358130731097,1,2,0.0,0.0,12.0,6,2,1,0,0,0,0,4
40,2.577829594206436,4,1,1.211085202896782,0.605542601448391,6.788914797103218,6,2,0,0,0,1,0,4
19,0.0,0,0,0.9049999977013958,1.547500001149302,6.904999997701395,6,3,0,0,0,1,0,4
20,0.0,2,1,3.2137451371845875,0.21374513718458754,7.7862548628154125,5,3,0,1,0,0,0,4
20,4.0,3,1,2.9200470428587106,0.07995295714128958,8.0,5,4,1,0,0,1,0,4
26,1.480972765927881,3,1,2.038054468144238,1.0,8.0,4,3,2,0,0,1,0,4
18,4.0,4,1,2.459553670010184,2.540446329989816,7.0,6,2,2,0,0,0,0,4
18,0.0,0,0,1.5989791554809532,1.0,9.604083378076187,6,3,0,0,1,1,0,4
28,3.4006812192757154,2,1,2.4006812192757154,1.0,7.919863756144856,6,3,0,0,0,0,0,4
28,3.4956265487662423,2,1,2.4956265487662423,1.0,7.900874690246751,6,3,0,0,0,0,0,4
18,3.0,4,2,1.0,0.30687852974345065,9.69312147025655,6,3,0,0,0,1,0,4
21,2.0,3,2,2.458647019650887,0.5413529803491126,8.0,7,3,0,0,0,0,0,4
22,3.0750730565972084,2,1,3.0750730565972084,0.15014611319441684,6.924926943402792,5,3,1,0,0,0,0,4
40,4.941101604060438,4,2,1.970550802030219,0.9852754010151095,7.9705508020302185,6,3,0,0,1,1,0,4
23,3.6042053901030036,1,1,3.6042053901030036,1.2084107802060071,6.395794609896996,5,3,1,0,0,0,0,4
40,3.402509454889322,4,2,1.201254727444661,0.6006273637223305,7.2012547274446606,6,3,0,0,1,1,0,4
25,2.0,3,1,1.729823704498147,1.0,8.0,3,2,1,0,0,0,0,4
14,4.229969165249033,3,1,4.0,0.2299691652490331,5.459938330498066,5,3,1,0,0,0,0,4
20,4.0,3,1,4.0,0.0,6.102414185725874,6,3,0,0,1,1,0,4
26,1.0284638061713518,3,1,2.9430723876572964,1.0,8.0,4,3,2,0,0,1,0,4
19,4.87715224809623,4,1,5.754304496192461,1.7543044961924612,5.12284775190377,6,3,0,0,1,1,0,4
21,2.7797874821663613,3,1,3.0,0.0,8.77978748216636,7,3,0,0,0,0,0,4
25,2.0,3,1,2.6580455074016456,1.0,8.0,3,2,1,0,0,0,0,4
16,2.570983655400079,3,1,4.429016344599921,0.0,8.0,5,3,0,0,1,0,0,4
20,5.218935917368908,4,1,2.7810640826310915,1.0,8.0,5,3,0,0,0,0,0,4
18,0.0,0,0,1.504665812596679,1.0,9.981336749613284,6,3,0,0,1,1,0,4
20,1.0,3,1,2.1384489237765845,1.8615510762234153,9.0,6,2,0,0,1,0,0,4
28,3.221963447666022,1,1,2.221963447666022,1.0,7.955607310466796,6,3,0,0,0,0,0,4
21,0.15733641295831458,2,1,6.078668206479158,0.0,6.078668206479158,5,3,1,0,0,1,0,4
25,2.0,3,1,1.1139627359276172,1.0,8.0,3,2,1,0,0,0,0,4
15,1.7044357972639435,1,2,4.408871594527887,1.0,7.408871594527887,7,3,1,0,1,1,0,4
20,0.0,3,1,1.0,0.0,8.612167109048183,1,3,1,0,0,0,0,4
20,0.0,3,2,0.546551813367495,0.0,9.546551813367495,5,3,1,0,0,0,0,4
20,1.0,3,1,2.630782770262117,1.369217229737883,9.0,6,2,0,0,1,0,0,4
21,2.017532425273007,3,1,2.0,0.982467574726993,8.017532425273007,6,4,1,0,0,1,0,4
22,5.9343907745724955,1,1,2.0,1.0,8.0,6,3,0,0,0,1,0,4
33,2.2046433785154687,4,2,1.1023216892577343,1.0,6.897678310742266,6,3,1,0,1,1,0,4
19,1.7360690109051293,3,1,3.7360690109051293,0.0,10.0,6,3,2,0,0,0,0,4
21,2.0,3,1,2.148951684046677,0.0,8.0,7,2,0,0,0,0,0,4
33,2.9742674638124247,4,2,1.4871337319062123,1.0,6.512866268093788,6,3,1,0,1,1,0,4
19,0.8886192020179835,4,1,2.277238404035967,0.445523191928066,6.0,5,2,0,0,0,1,0,4
18,0.0,3,1,1.7056653363432017,0.0,8.0,2,3,1,0,0,0,0,4
20,4.0,3,1,2.0,1.8145258409455196,8.0,5,3,1,0,0,1,0,4
23,2.0,3,1,1.0,0.7280217956909785,7.271978204309022,6,2,0,0,0,1,0,4
40,4.703122684514433,4,2,1.8515613422572166,0.9257806711286083,7.851561342257217,6,3,0,0,1,1,0,4
20,0.030304170594405044,3,1,0.969695829405595,0.969695829405595,8.0,7,3,1,0,0,1,0,4
19,2.9392555841521393,4,2,1.0607444158478607,0.0,10.121488831695721,6,3,0,0,0,1,0,4
25,2.0,3,1,1.6935082603524079,1.0,8.0,3,2,1,0,0,0,0,4
25,2.0,3,1,2.7808707913887805,1.0,8.0,3,2,1,0,0,0,0,4
20,0.0,3,1,3.0,0.0,8.0,5,3,0,1,0,0,0,4
20,3.384079459041414,3,1,0.7681589180828283,1.0,8.615920540958586,5,4,1,0,0,1,0,4
26,1.6654236879194613,3,1,1.6691526241610775,1.0,8.0,3,3,2,0,0,1,0,4
23,1.100923685206289,3,1,1.0,0.1009236852062888,7.899076314793711,6,4,1,0,0,1,0,5
19,2.729360461029441,3,1,0.0,0.2706395389705588,12.0,6,3,1,0,0,0,0,5
20,4.229910227080304,4,1,1.2299102270803046,1.0,10.0,6,3,1,0,1,0,0,5
21,5.624560752438012,4,1,2.0,1.3754392475619883,7.249121504876023,6,2,1,0,0,1,0,5
32,1.3125209295292313,2,2,2.6562604647646157,0.6562604647646156,7.0,4,3,0,0,0,1,0,5
21,5.655035205999322,4,1,2.0,1.3449647940006777,7.310070411998645,6,2,1,0,0,1,0,5
18,8.0,2,2,0.5779240135790049,1.2889620067895025,6.577924013579005,6,2,2,0,0,1,0,5
19,1.1135375752186762,3,1,0.5567687876093381,1.0,7.0,6,3,0,0,0,1,0,5
22,0.13302868937357504,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
19,3.0,3,1,2.0,0.45603905760612395,9.0,5,3,0,0,0,0,0,5
19,2.84026376984149,3,2,2.0,0.8402637698414899,9.0,6,2,0,0,0,0,0,5
16,4.0,2,2,2.0383580962253545,1.9616419037746458,6.076716192450709,5,3,1,0,0,0,0,5
20,0.0,3,1,1.8376157448618098,0.08119212756909511,7.16238425513819,6,2,2,1,0,0,0,5
19,2.479839312962077,3,2,2.0,0.4798393129620767,9.0,6,2,0,0,0,0,0,5
22,0.7817277422718456,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
19,2.8650812774676013,3,2,2.0,0.8650812774676012,9.0,6,2,0,0,0,0,0,5
22,2.0,3,1,2.0,0.041859309032262315,6.020929654516131,6,2,0,0,0,1,0,5
18,8.0,2,2,0.5859130086217137,1.2929565043108568,6.585913008621714,6,2,2,0,0,1,0,5
19,2.8599755569456633,3,1,0.0,0.14002444305433692,12.0,6,3,1,0,0,0,0,5
21,5.387172627828639,4,1,2.0,1.612827372171361,6.774345255657278,6,2,1,0,0,1,0,5
21,3.749165980168275,1,1,2.0,1.0,7.749165980168275,7,3,0,0,0,1,0,5
21,3.4011239621105958,3,1,6.598876037889404,0.29943801894470223,8.299438018944702,5,3,1,0,0,1,0,5
19,3.0,1,1,0.2862089431899686,0.8568955284050157,8.0,5,3,1,0,0,1,0,5
19,2.0,3,3,2.0,1.0,8.0,6,4,2,0,0,1,0,5
20,2.0,3,1,2.663277047016128,0.0,6.663277047016129,6,2,1,0,0,0,0,5
17,3.194271392563215,4,2,1.805728607436785,1.0,8.0,6,1,0,0,0,1,0,5
20,0.0,3,1,1.2529805046497242,0.37350974767513795,7.747019495350276,6,2,2,1,0,0,0,5
16,4.0,1,2,2.920426561029675,2.920426561029675,6.0,5,4,1,0,0,1,0,5
17,3.732760605015715,4,2,1.2672393949842848,1.0,8.0,5,1,0,0,0,1,0,5
20,4.038602522496395,3,2,2.9613974775036054,0.9613974775036055,8.038602522496394,4,3,1,0,1,1,0,5
19,3.0923905316646745,1,1,2.0461952658323375,0.0,8.046195265832337,5,3,0,0,0,1,0,5
19,1.5095009481161004,3,2,0.5095009481161004,0.5095009481161004,10.0,5,2,1,1,0,1,0,5
19,0.0,1,0,1.0,1.4195198389181123,8.0,6,2,2,0,0,0,0,5
16,4.0,2,3,2.2670049801620076,1.7329950198379924,6.534009960324015,5,3,1,0,0,0,0,5
20,0.0,3,1,1.0,0.4512047516239831,8.097590496752034,6,3,1,1,0,0,0,5
21,3.8377530812518,1,1,2.0,1.0,7.8377530812518,7,3,0,0,0,1,0,5
20,4.594118677632439,3,2,2.405881322367561,0.40588132236756125,8.594118677632439,2,2,1,0,1,1,0,5
16,4.0,1,2,2.5829092644163394,2.5829092644163394,6.0,5,4,1,0,0,1,0,5
20,4.304408971707926,4,1,1.3044089717079261,1.0,10.0,6,3,1,0,1,0,0,5
18,0.4248472379248316,3,1,1.3627291431127526,1.0,6.424847237924832,6,1,0,0,0,1,0,5
22,2.0,3,1,2.0,0.28377154789714054,6.14188577394857,6,2,0,0,0,1,0,5
18,8.0,1,2,1.693864959218838,1.846932479609419,7.693864959218838,6,2,2,0,0,1,0,5
19,1.9298008860913112,3,2,0.9298008860913112,0.9298008860913112,10.0,5,2,1,1,0,1,0,5
22,0.6982475865158515,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
16,4.0,1,2,2.97962368103017,2.97962368103017,6.0,5,4,1,0,0,1,0,5
18,0.035626996553034807,3,1,1.9465595051704478,1.0,6.0356269965530345,6,1,0,0,0,1,0,5
19,3.0,1,1,1.0152147060028358,0.4923926469985821,8.0,5,3,1,0,0,1,0,5
20,0.0,3,1,1.9523768530135464,0.023811573493226823,7.047623146986454,6,2,2,1,0,0,0,5
15,3.189426241470529,3,2,2.715860637794207,0.0,9.810573758529472,5,4,0,0,0,1,0,5
16,3.0,3,2,2.7056695587036286,0.2943304412963712,9.70566955870363,6,3,0,0,0,0,0,5
22,0.5962335185183412,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
20,0.0,3,1,1.0,0.21558892614986497,8.56882214770027,6,3,0,1,0,0,0,5
19,2.4076024970110135,3,2,2.0,0.4076024970110137,9.0,6,2,0,0,0,0,0,5
16,4.0,2,2,2.106247895279794,1.893752104720206,6.212495790559588,5,3,1,0,0,0,0,5
16,4.0,2,2,2.4459788102282936,2.4459788102282936,6.0,5,4,1,0,0,1,0,5
16,3.535667463273631,3,2,8.0,0.12678337316368155,7.492866507345274,5,3,1,0,1,1,0,5
19,5.680729542810499,4,2,3.3614590856209974,1.3192704571895013,6.0,6,3,0,0,0,0,0,5
22,2.0,3,1,2.0,1.473268433898552,6.736634216949276,6,2,0,0,0,1,0,5
22,0.5422806135357958,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
18,8.0,1,2,1.835470952135952,1.9177354760679761,7.835470952135952,6,2,2,0,0,1,0,5
18,8.0,1,2,1.271273419650797,1.6356367098253985,7.271273419650797,6,2,2,0,0,1,0,5
21,5.2035947748137925,4,1,2.0,1.796405225186208,6.407189549627584,6,2,1,0,0,1,0,5
19,8.090504989138383,1,1,2.0,1.954747505430809,8.0,6,2,1,0,0,0,0,5
20,4.684624271692713,4,1,1.684624271692713,1.0,10.0,6,3,0,0,1,0,0,5
17,3.488293166805099,4,2,1.5117068331949008,1.0,8.0,6,1,0,0,0,1,0,5
19,1.5145856898156327,3,1,0.7572928449078163,1.0,7.0,6,3,0,0,0,1,0,5
20,2.0333070794170323,3,1,2.9666929205829677,0.03330707941703226,6.966692920582968,6,2,1,0,0,0,0,5
15,4.943260562514392,3,2,8.0,0.1971630281257196,7.211347887497122,5,3,1,0,1,1,0,5
19,2.588351861822167,3,2,2.0,0.588351861822167,9.0,6,2,0,0,0,0,0,5
16,4.0,2,2,2.0103344232207165,1.9896655767792835,6.020668846441433,5,3,1,0,0,0,0,5
19,1.0284118567132516,3,1,0.5142059283566258,1.0,7.0,6,3,0,0,0,1,0,5
19,1.701326514093516,3,2,0.7013265140935161,0.7013265140935161,10.0,5,2,1,1,0,1,0,5
23,1.974828436115188,3,1,1.0,0.9748284361151881,7.025171563884812,6,4,1,0,0,1,0,5
19,0.0,0,0,1.0,2.1977956847836593,8.0,6,1,2,0,0,0,0,5
20,3.9264729381344257,3,1,2.9264729381344257,0.9264729381344259,8.073527061865574,5,4,1,0,0,0,0,5
22,0.06088456434663547,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
19,1.1114063167040533,3,2,0.11140631670405321,0.11140631670405321,10.0,5,2,1,1,0,1,0,5
16,4.0,2,6,2.830731091854569,1.169268908145431,7.661462183709138,5,3,1,0,0,0,0,5
20,4.372313720498946,3,2,2.627686279501054,0.627686279501054,8.372313720498946,3,3,1,0,1,1,0,5
23,2.0,1,2,0.43839309463984333,1.0,8.123213810720314,6,4,1,0,1,1,0,5
15,2.830903764603975,3,1,2.830903764603975,0.0,10.169096235396026,5,3,0,0,0,1,0,5
16,4.0,1,2,2.760207810435528,2.760207810435528,6.0,5,4,1,0,0,1,0,5
16,4.0,1,2,2.809947292080263,2.809947292080263,6.0,5,4,1,0,0,1,0,5
20,0.0,3,1,1.0,0.35594982929145785,8.288100341417085,6,3,1,1,0,0,0,5
16,4.0,2,2,2.1417050746732222,1.8582949253267775,6.2834101493464445,5,3,1,0,0,0,0,5
22,0.4409441144039805,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
20,2.295579591711143,3,1,2.704420408288857,0.2955795917111429,6.704420408288857,6,2,1,0,0,0,0,5
19,0.0,1,0,1.0,1.4872199112045523,8.0,6,2,2,0,0,0,0,5
14,3.44078271673196,3,2,2.33882592490206,0.0,9.55921728326804,5,4,0,0,0,1,0,5
19,2.0,3,3,2.0,1.0,8.0,6,4,2,0,0,1,0,5
20,3.08024464084993,3,1,2.08024464084993,0.08024464084993022,8.91975535915007,5,4,1,0,0,0,0,5
20,4.150392674241019,4,1,1.1503926742410187,1.0,10.0,6,3,1,0,1,0,0,5
18,1.2544665354944544,3,1,8.0,0.2544665354944545,8.254466535494455,5,3,1,0,1,1,0,5
20,4.122444457713229,4,1,1.122444457713229,1.0,10.0,6,3,1,0,1,0,0,5
19,2.5648698099077745,3,2,0.43513019009222575,0.43513019009222575,11.129739619815549,6,3,1,0,0,0,0,5
21,5.729494343964508,4,1,2.0,1.2705056560354921,7.458988687929016,6,2,1,0,0,1,0,5
19,1.4126407675387944,3,1,0.7063203837693972,1.0,7.0,6,3,0,0,0,1,0,5
33,1.618327908377555,2,2,2.8091639541887776,0.8091639541887775,7.0,4,3,0,0,0,1,0,5
23,2.8819414401315133,3,1,1.0,1.5879609600876756,6.706019519956162,6,3,2,0,1,1,0,5
18,8.0,2,2,0.4812656418597059,1.240632820929853,6.481265641859705,6,2,2,0,0,1,0,5
20,4.148675573167004,4,1,1.1486755731670046,1.0,10.0,6,3,1,0,1,0,0,5
18,3.0,3,2,2.1758977107414132,0.8241022892585868,9.175897710741413,6,3,0,0,0,0,0,5
18,8.0,2,2,0.949576426772059,1.4747882133860295,6.949576426772059,6,2,2,0,0,1,0,5
19,3.0,3,1,2.0,0.3863407943061684,9.0,5,3,0,0,0,0,0,5
21,2.8182384185301506,3,1,7.18176158146985,0.5908807907349247,8.590880790734925,5,3,1,0,0,1,0,5
21,3.862476385092174,1,1,2.0,1.0,7.862476385092174,7,3,0,0,0,1,0,5
18,0.8082704078916083,2,1,7.616540815783217,0.1917295921083917,7.616540815783217,5,3,1,0,1,0,0,5
18,0.965825815244485,3,1,0.5512612771332726,1.0,6.965825815244485,6,2,0,0,0,1,0,5
20,4.7797958042329345,4,1,1.779795804232935,1.0,10.0,6,3,0,0,1,0,0,5
17,3.7606649179041804,4,2,1.2393350820958198,1.0,8.0,5,1,0,0,0,1,0,5
22,0.8672604131084306,3,1,1.0,0.0,8.0,7,3,0,0,0,0,0,5
19,2.1918849871062998,3,2,2.0,0.19188498710629964,9.0,6,2,0,0,0,0,0,5
20,3.9363188757795315,3,1,2.9363188757795315,0.9363188757795315,8.06368112422047,5,4,1,0,0,0,0,5
19,2.768771695951197,3,2,0.231228304048803,0.231228304048803,11.537543391902394,6,3,1,0,0,0,0,5
19,3.8206291025929464,1,1,2.410314551296473,0.0,8.410314551296473,5,3,0,0,0,1,0,5
23,2.0,1,2,0.13748694797777417,1.0,8.725026104044451,6,4,1,0,1,1,0,5
19,8.643118591257029,1,1,2.0,1.6784407043714857,8.0,6,2,1,0,0,0,0,5
16,4.0,1,2,2.992190689515247,2.992190689515247,6.0,5,4,1,0,0,1,0,5
19,2.0,3,3,2.0,1.0,8.0,6,4,2,0,0,1,0,5
21,3.76091275955885,1,1,2.0,1.0,7.76091275955885,7,3,0,0,0,1,0,5
20,4.046527167666139,4,1,1.0465271676661385,1.0,10.0,6,3,1,0,1,0,0,5
20,3.6674640934777933,3,1,2.6674640934777933,0.6674640934777933,8.332535906522207,5,4,1,0,0,0,0,5
17,3.0554472089729425,4,2,1.9445527910270575,1.0,8.0,6,1,0,0,0,1,0,5
20,2.3634829587452213,3,1,2.6365170412547787,0.3634829587452214,6.636517041254779,6,2,1,0,0,0,0,5
16,4.0,1,2,2.6018486061318926,2.6018486061318926,6.0,5,4,1,0,0,1,0,5
19,2.0718153185363537,3,2,2.0,0.07181531853635359,9.0,6,2,0,0,0,0,0,5
20,0.0,3,1,1.0,0.09083970539830671,8.818320589203386,6,3,0,1,0,0,0,5
